material,thermal_conductivity,density,specific_heat,wall_thickness,roof_thickness,length,width,height,orientation,insulation_thickness,window_to_wall_ratio,outdoor_temperature,humidity,solar_radiation,wind_speed,pressure,interior_temperature
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.581,0.168,4.85,8.81,4.16,208.6,0.017,0.24,-2.6,57.1,591.5,23.4,742.8,25.13
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.307,0.355,5.86,4.8,2.64,35.8,0.034,0.1,-7.1,17.2,406.8,10.8,671.1,11.66
timber_frame,0.13,500.0,1600.0,0.581,0.138,9.42,5.09,2.61,51.3,0.179,0.14,40.9,82.0,151.9,6.8,850.7,27.81
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.346,0.321,6.47,3.81,2.53,167.3,0.081,0.22,3.5,28.7,986.2,7.5,1004.7,36.45
polyurethane_sandwich,0.022,40.0,1400.0,0.151,0.324,8.86,3.88,3.59,160.6,0.169,0.23,29.8,21.4,640.4,5.0,703.0,21.82
eps_insulated_concrete,0.038,1250.0,1100.0,0.581,0.258,3.38,8.69,4.42,223.5,0.131,0.11,-20.8,83.7,373.3,7.0,885.6,8.25
burnt_clay_brick,0.77,1900.0,840.0,0.521,0.148,10.57,4.97,2.74,192.3,0.014,0.08,23.9,76.4,825.1,25.0,968.9,29.37
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.405,0.386,5.86,7.77,3.12,94.1,0.151,0.21,-7.8,88.6,441.6,12.0,851.8,14.72
stabilized_earth_block,0.85,1800.0,880.0,0.557,0.123,11.3,7.26,2.41,3.4,0.035,0.24,23.8,49.1,492.8,2.9,968.2,26.37
polyurethane_sandwich,0.022,40.0,1400.0,0.139,0.09,10.49,7.7,3.81,127.1,0.163,0.34,0.1,24.2,868.0,17.7,603.5,30.14
eps_insulated_concrete,0.038,1250.0,1100.0,0.285,0.142,3.08,8.2,3.99,245.0,0.142,0.12,32.1,60.0,908.4,6.3,1011.7,21.81
burnt_clay_brick,0.77,1900.0,840.0,0.118,0.238,9.34,7.24,2.41,354.3,0.128,0.09,-5.6,50.0,270.5,5.7,910.3,15.06
polyurethane_sandwich,0.022,40.0,1400.0,0.441,0.261,3.59,3.9,2.54,93.5,0.114,0.13,11.6,72.6,291.9,17.3,1016.6,13.25
polyurethane_sandwich,0.022,40.0,1400.0,0.439,0.277,9.13,9.18,2.4,153.8,0.135,0.28,34.8,35.8,944.3,10.8,651.1,28.96
timber_frame,0.13,500.0,1600.0,0.333,0.196,9.83,9.19,2.87,100.1,0.084,0.21,-24.6,25.6,181.8,14.7,610.7,-3.57
polyurethane_sandwich,0.022,40.0,1400.0,0.213,0.301,11.62,9.42,2.81,118.5,0.013,0.27,-23.0,44.6,124.0,20.1,992.7,-0.05
burnt_clay_brick,0.77,1900.0,840.0,0.224,0.232,11.63,8.83,4.13,187.1,0.047,0.08,17.0,45.1,195.7,11.7,652.4,20.03
stabilized_earth_block,0.85,1800.0,880.0,0.558,0.201,11.01,7.85,4.04,22.3,0.16,0.07,17.8,44.5,201.8,2.3,621.9,19.66
eps_insulated_concrete,0.038,1250.0,1100.0,0.301,0.278,6.7,9.05,4.05,224.6,0.091,0.21,5.0,59.6,201.3,16.6,883.8,7.64
stabilized_earth_block,0.85,1800.0,880.0,0.327,0.185,4.73,3.72,3.65,24.3,0.158,0.12,15.1,61.0,356.3,11.1,904.3,17.88
eps_insulated_concrete,0.038,1250.0,1100.0,0.193,0.124,3.4,3.89,3.63,184.7,0.13,0.18,15.9,53.3,245.6,12.3,853.4,19.0
burnt_clay_brick,0.77,1900.0,840.0,0.284,0.083,8.28,7.75,2.52,182.6,0.167,0.35,4.5,25.6,300.4,22.8,929.8,30.79
burnt_clay_brick,0.77,1900.0,840.0,0.195,0.232,9.23,6.27,3.85,306.7,0.113,0.17,-4.0,36.3,204.8,22.0,982.4,15.78
eps_insulated_concrete,0.038,1250.0,1100.0,0.21,0.081,5.01,4.61,3.71,86.0,0.147,0.38,-1.8,69.2,305.3,5.4,1015.7,22.44
burnt_clay_brick,0.77,1900.0,840.0,0.105,0.195,7.99,4.0,3.32,227.3,0.183,0.18,43.3,25.9,384.1,6.3,710.0,33.25
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.27,0.257,4.61,3.15,4.17,327.8,0.004,0.29,1.5,73.0,211.0,23.5,728.1,16.96
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.285,0.199,4.54,6.69,4.08,224.4,0.087,0.3,-16.7,80.6,230.8,5.6,823.7,5.37
polyurethane_sandwich,0.022,40.0,1400.0,0.287,0.272,11.79,4.71,2.5,221.8,0.038,0.24,30.3,36.2,153.3,20.1,966.6,19.77
timber_frame,0.13,500.0,1600.0,0.584,0.363,4.88,3.57,3.39,238.9,0.013,0.23,27.6,61.6,609.2,13.0,795.0,31.27
burnt_clay_brick,0.77,1900.0,840.0,0.456,0.248,7.35,9.69,3.39,209.2,0.128,0.33,20.5,26.6,994.9,11.8,698.4,27.71
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.253,0.364,8.14,9.55,3.19,198.2,0.027,0.08,6.1,38.1,684.0,12.2,860.9,11.24
eps_insulated_concrete,0.038,1250.0,1100.0,0.326,0.218,6.31,6.48,2.97,8.9,0.088,0.14,-19.7,82.1,394.5,13.0,829.6,5.28
stabilized_earth_block,0.85,1800.0,880.0,0.493,0.377,3.89,3.5,2.48,72.1,0.039,0.17,-3.8,75.2,783.5,7.6,896.4,15.6
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.599,0.321,9.66,9.39,2.42,107.8,0.164,0.32,3.3,42.5,680.0,16.7,798.2,29.58
timber_frame,0.13,500.0,1600.0,0.595,0.384,10.79,4.59,3.92,75.6,0.047,0.26,13.7,47.5,914.4,9.2,636.1,16.84
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.314,0.381,6.76,6.07,4.19,10.8,0.028,0.36,-3.6,69.0,599.8,16.8,749.0,16.42
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.31,0.299,6.63,8.45,3.53,117.4,0.005,0.32,39.6,22.3,1052.6,8.9,864.5,35.59
timber_frame,0.13,500.0,1600.0,0.557,0.264,6.52,5.67,4.39,22.9,0.077,0.22,-2.0,87.0,739.0,8.3,672.0,22.27
polyurethane_sandwich,0.022,40.0,1400.0,0.376,0.09,9.2,6.42,2.79,25.0,0.193,0.15,-8.7,62.8,170.0,2.4,817.8,15.38
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.263,0.371,6.52,9.93,2.67,150.6,0.149,0.19,38.3,26.5,970.4,8.4,943.5,33.34
polyurethane_sandwich,0.022,40.0,1400.0,0.337,0.273,11.45,7.11,3.46,246.5,0.055,0.05,-15.0,15.1,499.2,20.4,820.9,10.69
timber_frame,0.13,500.0,1600.0,0.54,0.227,8.19,8.16,3.0,317.2,0.091,0.3,24.8,33.8,713.0,20.4,673.6,27.74
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.19,0.278,6.89,5.69,3.78,251.5,0.019,0.29,-21.9,80.8,257.9,22.2,825.8,-4.43
polyurethane_sandwich,0.022,40.0,1400.0,0.558,0.303,9.5,4.52,3.44,357.3,0.111,0.4,-19.6,18.4,866.5,8.8,789.4,7.33
burnt_clay_brick,0.77,1900.0,840.0,0.204,0.094,3.24,7.47,3.82,166.3,0.069,0.19,-11.4,13.0,350.6,18.0,657.3,10.51
polyurethane_sandwich,0.022,40.0,1400.0,0.474,0.235,3.61,6.84,2.91,342.0,0.028,0.34,33.9,23.6,118.1,3.4,723.5,22.69
timber_frame,0.13,500.0,1600.0,0.471,0.134,9.04,3.08,2.97,158.6,0.036,0.3,37.5,52.6,542.1,2.1,866.6,31.52
timber_frame,0.13,500.0,1600.0,0.421,0.309,11.07,5.73,3.05,18.9,0.001,0.32,28.7,84.3,474.6,6.7,638.4,19.48
eps_insulated_concrete,0.038,1250.0,1100.0,0.114,0.085,10.38,7.76,2.53,345.1,0.019,0.34,21.5,67.9,144.0,13.3,942.6,23.27
burnt_clay_brick,0.77,1900.0,840.0,0.381,0.141,4.86,6.79,4.37,43.5,0.043,0.17,-12.8,42.2,416.2,10.3,792.7,4.53
stabilized_earth_block,0.85,1800.0,880.0,0.429,0.169,8.62,3.31,4.26,148.0,0.154,0.22,44.3,67.0,891.3,23.1,839.1,38.55
burnt_clay_brick,0.77,1900.0,840.0,0.58,0.272,11.83,7.87,3.82,350.1,0.139,0.17,19.5,80.7,418.0,21.4,802.5,21.96
burnt_clay_brick,0.77,1900.0,840.0,0.109,0.372,7.04,6.58,3.96,181.2,0.141,0.05,-23.5,70.7,224.1,6.7,780.0,-0.01
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.41,0.099,6.37,5.08,2.72,73.6,0.008,0.37,16.9,85.7,839.3,8.9,716.8,20.03
polyurethane_sandwich,0.022,40.0,1400.0,0.493,0.093,10.13,5.9,4.11,270.2,0.046,0.31,-1.0,26.5,154.1,23.0,1015.1,23.22
polyurethane_sandwich,0.022,40.0,1400.0,0.448,0.151,10.85,6.65,2.79,226.7,0.013,0.22,41.8,14.2,1092.0,23.5,652.7,37.14
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.396,0.346,11.39,4.65,2.56,261.0,0.062,0.3,-7.9,24.1,349.0,7.8,788.3,12.45
polyurethane_sandwich,0.022,40.0,1400.0,0.201,0.356,7.33,9.66,3.16,136.0,0.094,0.2,17.7,44.7,255.9,23.9,802.4,20.81
eps_insulated_concrete,0.038,1250.0,1100.0,0.314,0.107,11.16,5.1,3.53,199.0,0.035,0.18,-3.6,32.7,662.1,12.5,740.0,28.36
polyurethane_sandwich,0.022,40.0,1400.0,0.335,0.13,4.71,3.09,3.45,261.1,0.098,0.37,40.8,87.6,473.1,12.7,869.2,28.26
timber_frame,0.13,500.0,1600.0,0.136,0.363,11.93,3.87,4.36,58.5,0.153,0.38,29.0,70.1,448.6,18.0,866.7,17.85
burnt_clay_brick,0.77,1900.0,840.0,0.448,0.288,11.34,8.15,2.91,12.4,0.163,0.27,22.3,65.8,745.3,7.3,791.3,25.28
polyurethane_sandwich,0.022,40.0,1400.0,0.174,0.159,8.21,7.64,2.74,42.0,0.018,0.3,1.9,66.5,1074.1,2.9,982.2,26.65
eps_insulated_concrete,0.038,1250.0,1100.0,0.183,0.217,9.23,6.5,3.52,319.2,0.117,0.31,27.7,83.9,969.4,3.6,840.5,31.07
burnt_clay_brick,0.77,1900.0,840.0,0.507,0.166,4.89,8.24,3.87,2.3,0.034,0.22,-18.2,71.9,517.8,11.0,721.1,1.38
eps_insulated_concrete,0.038,1250.0,1100.0,0.185,0.2,9.34,4.39,2.78,341.5,0.09,0.34,-12.0,14.7,282.7,19.2,708.9,11.21
eps_insulated_concrete,0.038,1250.0,1100.0,0.32,0.372,3.98,7.46,2.57,30.9,0.025,0.07,-22.9,28.8,585.2,19.3,604.0,2.11
burnt_clay_brick,0.77,1900.0,840.0,0.476,0.082,8.24,9.91,2.6,188.0,0.001,0.26,44.1,70.9,1032.1,12.4,741.6,47.89
eps_insulated_concrete,0.038,1250.0,1100.0,0.268,0.298,6.09,5.21,2.9,130.0,0.08,0.26,43.3,79.8,906.3,1.1,965.6,36.17
eps_insulated_concrete,0.038,1250.0,1100.0,0.463,0.364,4.25,7.21,4.22,100.6,0.14,0.34,0.8,59.5,758.9,12.4,773.5,28.46
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.102,0.284,11.48,5.26,3.73,314.4,0.194,0.31,22.5,28.7,584.5,18.7,933.5,24.83
burnt_clay_brick,0.77,1900.0,840.0,0.314,0.378,11.38,9.91,4.2,325.9,0.147,0.15,-11.3,21.5,620.1,14.7,959.9,11.78
timber_frame,0.13,500.0,1600.0,0.116,0.239,3.78,8.83,4.49,355.4,0.093,0.36,41.9,48.6,640.7,6.8,671.6,32.09
polyurethane_sandwich,0.022,40.0,1400.0,0.45,0.114,11.94,3.2,4.35,117.5,0.077,0.15,25.3,63.3,1051.5,17.1,879.5,30.1
timber_frame,0.13,500.0,1600.0,0.417,0.237,10.16,5.33,2.87,207.3,0.185,0.07,-1.0,82.8,843.0,18.4,874.6,31.38
timber_frame,0.13,500.0,1600.0,0.583,0.22,5.1,4.81,3.01,40.1,0.068,0.26,-11.8,85.4,672.8,4.1,731.6,12.97
eps_insulated_concrete,0.038,1250.0,1100.0,0.388,0.081,3.56,6.75,4.18,352.7,0.064,0.18,22.6,73.7,619.8,15.4,693.3,25.07
eps_insulated_concrete,0.038,1250.0,1100.0,0.105,0.353,5.84,8.71,3.02,78.8,0.136,0.1,-5.2,69.8,949.1,20.9,614.4,18.76
burnt_clay_brick,0.77,1900.0,840.0,0.254,0.397,4.11,9.98,3.88,172.2,0.166,0.22,24.3,40.1,1081.1,9.0,947.7,31.85
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.524,0.379,5.03,8.15,4.34,279.4,0.171,0.3,-4.1,75.2,1012.4,4.8,609.1,21.22
eps_insulated_concrete,0.038,1250.0,1100.0,0.269,0.297,11.91,8.3,3.22,190.0,0.057,0.29,-11.3,78.5,493.8,4.1,916.0,18.65
timber_frame,0.13,500.0,1600.0,0.533,0.097,11.41,5.13,3.77,207.8,0.088,0.22,37.8,26.8,904.4,5.7,873.5,33.44
burnt_clay_brick,0.77,1900.0,840.0,0.463,0.264,9.1,9.92,2.71,342.1,0.085,0.34,39.8,17.7,1074.2,5.3,622.0,31.05
timber_frame,0.13,500.0,1600.0,0.425,0.27,11.73,7.39,3.25,12.2,0.048,0.22,23.2,86.4,752.8,10.0,890.6,26.38
polyurethane_sandwich,0.022,40.0,1400.0,0.429,0.329,10.78,7.55,2.98,235.2,0.073,0.09,-19.2,49.1,768.8,13.2,609.7,10.61
timber_frame,0.13,500.0,1600.0,0.594,0.233,9.24,3.66,3.65,138.2,0.2,0.3,-4.1,20.0,425.2,18.1,962.1,24.28
timber_frame,0.13,500.0,1600.0,0.192,0.34,3.18,6.89,3.53,292.4,0.098,0.23,15.9,67.1,890.1,4.0,916.3,19.64
polyurethane_sandwich,0.022,40.0,1400.0,0.549,0.138,8.39,4.26,3.56,288.2,0.025,0.1,-10.6,22.9,662.5,21.4,614.7,14.74
stabilized_earth_block,0.85,1800.0,880.0,0.353,0.196,7.9,5.96,4.38,0.0,0.06,0.38,11.4,72.6,759.2,11.7,842.4,13.81
polyurethane_sandwich,0.022,40.0,1400.0,0.256,0.371,11.97,7.24,3.47,247.7,0.133,0.07,-22.4,21.3,956.1,6.2,656.4,4.65
timber_frame,0.13,500.0,1600.0,0.208,0.195,4.16,7.36,2.56,91.8,0.076,0.37,3.0,16.7,354.2,11.2,891.7,24.22
timber_frame,0.13,500.0,1600.0,0.202,0.281,5.42,7.43,3.76,257.2,0.113,0.28,10.8,23.1,921.6,8.6,930.9,14.23
eps_insulated_concrete,0.038,1250.0,1100.0,0.113,0.273,3.7,3.87,2.63,197.4,0.013,0.27,0.4,36.7,373.3,21.9,694.8,24.28
stabilized_earth_block,0.85,1800.0,880.0,0.149,0.393,5.0,9.66,4.04,44.5,0.105,0.36,16.2,74.5,195.5,9.4,840.3,18.54
burnt_clay_brick,0.77,1900.0,840.0,0.376,0.274,11.07,4.2,4.39,140.2,0.069,0.31,42.8,52.5,694.6,21.4,800.3,37.59
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.23,0.3,9.42,7.6,2.7,204.3,0.053,0.37,19.7,39.6,877.5,17.3,775.7,27.42
eps_insulated_concrete,0.038,1250.0,1100.0,0.192,0.396,10.19,6.52,2.98,154.0,0.188,0.36,32.0,34.4,957.9,23.7,770.7,26.4
burnt_clay_brick,0.77,1900.0,840.0,0.523,0.283,3.69,4.68,2.6,207.1,0.017,0.15,40.1,74.7,110.7,23.8,884.4,33.97
polyurethane_sandwich,0.022,40.0,1400.0,0.168,0.239,9.17,7.74,3.52,44.9,0.003,0.12,33.2,10.6,525.0,13.8,744.9,23.69
polyurethane_sandwich,0.022,40.0,1400.0,0.431,0.375,11.99,9.61,3.84,15.2,0.09,0.11,40.1,71.1,1003.8,5.2,754.2,29.15
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.357,0.385,6.8,5.65,3.18,40.8,0.183,0.14,12.7,71.3,217.9,8.2,723.3,15.02
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.101,0.282,6.54,9.46,4.35,345.3,0.103,0.36,40.5,81.4,948.4,2.4,602.5,30.98
eps_insulated_concrete,0.038,1250.0,1100.0,0.264,0.193,3.05,9.23,2.79,127.6,0.02,0.22,-19.1,51.1,253.7,4.0,804.7,5.85
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.485,0.16,7.24,5.62,3.17,321.2,0.107,0.14,44.3,62.5,539.4,4.4,913.8,34.03
stabilized_earth_block,0.85,1800.0,880.0,0.28,0.359,4.79,4.33,2.48,142.0,0.149,0.37,-13.8,25.9,579.3,17.0,711.6,14.49
eps_insulated_concrete,0.038,1250.0,1100.0,0.345,0.239,9.14,3.89,3.98,280.9,0.08,0.3,26.9,76.1,231.4,24.0,932.9,29.8
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.178,0.24,9.91,4.66,3.82,123.2,0.195,0.31,5.4,33.2,585.9,19.3,704.1,9.05
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.465,0.14,5.53,3.81,2.95,252.3,0.133,0.2,8.2,72.6,203.1,18.5,856.7,10.14
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.596,0.269,8.71,4.61,2.68,13.8,0.198,0.38,4.8,59.3,190.9,2.2,771.1,28.48
burnt_clay_brick,0.77,1900.0,840.0,0.45,0.394,5.0,5.98,2.53,153.7,0.01,0.09,0.5,85.4,811.6,6.9,975.9,23.17
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.12,0.097,9.7,4.48,3.39,327.1,0.02,0.11,41.4,39.1,404.4,3.3,605.7,35.12
timber_frame,0.13,500.0,1600.0,0.485,0.122,6.25,8.67,3.96,212.0,0.121,0.13,-5.7,56.7,187.2,3.6,864.4,18.29
timber_frame,0.13,500.0,1600.0,0.16,0.268,11.21,7.58,2.8,253.7,0.185,0.08,13.3,37.4,825.4,24.8,684.8,17.12
polyurethane_sandwich,0.022,40.0,1400.0,0.177,0.121,6.76,7.98,4.27,273.4,0.169,0.25,-0.7,39.3,729.9,3.8,783.2,24.13
eps_insulated_concrete,0.038,1250.0,1100.0,0.31,0.378,7.53,3.15,3.66,250.8,0.026,0.07,14.6,73.6,793.8,18.8,766.9,17.78
polyurethane_sandwich,0.022,40.0,1400.0,0.366,0.244,3.67,6.06,3.47,202.5,0.078,0.26,-10.5,10.3,671.9,15.2,603.7,21.09
timber_frame,0.13,500.0,1600.0,0.328,0.306,7.73,5.12,2.86,255.0,0.11,0.11,-21.8,29.1,139.1,4.6,971.1,-0.51
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.235,0.333,8.78,4.74,4.13,192.5,0.0,0.17,17.4,39.5,183.2,17.9,830.7,20.7
polyurethane_sandwich,0.022,40.0,1400.0,0.167,0.367,5.65,9.9,3.71,3.7,0.071,0.31,-5.4,30.5,115.6,16.8,964.6,17.24
timber_frame,0.13,500.0,1600.0,0.153,0.319,6.44,7.58,4.23,228.3,0.11,0.34,-9.6,31.5,681.7,20.4,916.2,16.31
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.323,0.314,6.91,4.04,3.41,178.5,0.092,0.34,-12.7,55.6,1043.4,5.3,718.5,21.94
burnt_clay_brick,0.77,1900.0,840.0,0.181,0.137,6.55,7.25,2.55,25.9,0.049,0.37,42.9,18.0,626.8,18.4,939.4,35.56
timber_frame,0.13,500.0,1600.0,0.15,0.203,3.99,3.09,4.14,336.5,0.026,0.32,-6.3,85.1,699.6,20.0,603.9,12.38
stabilized_earth_block,0.85,1800.0,880.0,0.371,0.342,10.67,3.59,2.69,273.5,0.178,0.34,-3.5,48.3,343.8,14.0,712.3,19.75
timber_frame,0.13,500.0,1600.0,0.162,0.344,3.93,5.08,3.47,301.1,0.028,0.37,-23.3,44.2,247.4,16.7,694.9,-6.69
polyurethane_sandwich,0.022,40.0,1400.0,0.292,0.363,10.41,3.79,2.76,39.6,0.02,0.38,0.0,59.3,218.4,23.2,986.3,23.6
stabilized_earth_block,0.85,1800.0,880.0,0.402,0.137,7.77,7.2,3.83,54.1,0.133,0.16,32.2,37.9,203.9,23.0,877.9,20.67
burnt_clay_brick,0.77,1900.0,840.0,0.505,0.308,3.69,3.02,4.36,53.5,0.131,0.16,2.3,67.7,885.5,12.5,628.3,25.7
timber_frame,0.13,500.0,1600.0,0.314,0.313,4.3,5.26,2.67,276.3,0.071,0.22,8.7,87.8,701.7,16.3,658.1,11.46
polyurethane_sandwich,0.022,40.0,1400.0,0.561,0.203,7.94,6.77,3.43,193.0,0.046,0.08,25.0,52.2,876.6,20.5,692.1,31.35
stabilized_earth_block,0.85,1800.0,880.0,0.218,0.081,11.95,3.12,3.57,344.7,0.184,0.07,-0.5,77.9,966.8,20.7,723.8,23.83
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.518,0.256,11.38,5.95,2.84,80.9,0.149,0.09,23.7,21.4,833.1,17.7,778.4,27.31
stabilized_earth_block,0.85,1800.0,880.0,0.451,0.292,3.66,8.86,4.23,10.9,0.073,0.08,-19.6,55.5,913.7,4.6,676.6,2.67
polyurethane_sandwich,0.022,40.0,1400.0,0.17,0.249,11.54,6.29,3.92,159.8,0.129,0.05,-17.2,14.8,742.5,15.5,672.9,13.94
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.105,0.346,9.12,9.13,3.56,298.6,0.184,0.23,24.7,43.9,256.8,24.4,819.0,26.54
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.472,0.208,3.5,5.75,4.13,351.4,0.121,0.08,23.5,48.2,752.7,10.7,759.8,27.31
stabilized_earth_block,0.85,1800.0,880.0,0.502,0.287,4.75,3.76,2.56,217.1,0.169,0.06,-5.2,53.3,165.3,15.3,917.7,19.39
burnt_clay_brick,0.77,1900.0,840.0,0.194,0.145,11.36,4.68,2.58,205.2,0.009,0.4,8.9,13.8,193.2,8.4,1011.8,11.95
burnt_clay_brick,0.77,1900.0,840.0,0.579,0.24,5.83,5.73,3.15,46.6,0.135,0.17,37.8,50.3,602.2,19.6,609.9,26.9
eps_insulated_concrete,0.038,1250.0,1100.0,0.338,0.358,3.34,4.13,3.83,28.4,0.125,0.38,-8.8,27.3,781.5,4.4,901.8,17.73
timber_frame,0.13,500.0,1600.0,0.358,0.313,8.86,9.51,3.12,282.7,0.068,0.18,34.9,44.5,990.7,19.6,762.8,25.61
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.599,0.274,11.62,6.97,4.49,35.1,0.003,0.32,-3.3,79.4,897.4,22.5,809.5,19.14
eps_insulated_concrete,0.038,1250.0,1100.0,0.257,0.379,4.45,4.96,3.16,32.1,0.036,0.32,-6.9,47.9,356.0,22.0,873.1,16.64
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.57,0.391,7.39,5.54,3.0,147.3,0.124,0.29,5.9,51.0,724.6,8.5,635.1,11.38
eps_insulated_concrete,0.038,1250.0,1100.0,0.353,0.164,10.88,7.78,3.7,231.8,0.148,0.14,32.5,10.6,953.1,8.0,666.4,23.93
eps_insulated_concrete,0.038,1250.0,1100.0,0.527,0.151,10.87,7.68,3.13,168.7,0.107,0.34,-17.4,24.4,208.3,24.0,766.7,10.71
eps_insulated_concrete,0.038,1250.0,1100.0,0.2,0.185,5.86,9.98,3.42,252.8,0.095,0.15,-22.3,22.5,570.0,16.4,734.5,2.52
stabilized_earth_block,0.85,1800.0,880.0,0.594,0.328,3.56,8.66,4.06,352.3,0.043,0.12,-23.4,70.7,522.9,7.0,674.0,-3.56
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.135,0.21,5.69,7.99,4.23,188.9,0.134,0.14,33.1,17.4,1001.6,9.2,916.3,30.23
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.199,0.381,7.33,6.75,4.05,347.6,0.087,0.37,14.9,75.8,660.9,22.5,683.4,16.62
polyurethane_sandwich,0.022,40.0,1400.0,0.434,0.277,5.91,9.9,4.37,267.4,0.147,0.16,-14.5,46.7,247.5,21.7,647.7,10.46
polyurethane_sandwich,0.022,40.0,1400.0,0.303,0.247,3.03,6.15,4.15,45.3,0.09,0.39,-18.2,27.5,1079.0,11.1,829.4,8.75
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.4,0.149,4.89,4.34,3.83,343.8,0.074,0.18,-3.9,34.6,919.1,4.0,809.6,18.29
eps_insulated_concrete,0.038,1250.0,1100.0,0.307,0.193,10.45,5.98,4.45,120.9,0.185,0.21,1.1,54.2,262.7,11.5,719.7,26.98
polyurethane_sandwich,0.022,40.0,1400.0,0.444,0.22,5.55,7.34,4.34,308.5,0.199,0.33,-17.7,62.0,716.3,10.9,808.5,8.13
timber_frame,0.13,500.0,1600.0,0.564,0.112,7.0,7.07,2.47,104.4,0.084,0.13,6.8,40.5,295.6,12.3,652.3,8.63
eps_insulated_concrete,0.038,1250.0,1100.0,0.306,0.343,9.33,8.19,2.42,134.9,0.045,0.15,36.6,31.2,938.5,20.1,774.2,30.46
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.102,0.371,3.29,3.18,4.06,302.7,0.104,0.31,-2.8,23.6,672.2,11.3,833.4,17.71
eps_insulated_concrete,0.038,1250.0,1100.0,0.196,0.286,10.46,8.61,3.61,46.4,0.127,0.39,-12.8,82.3,617.3,11.5,641.8,12.51
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.352,0.282,10.06,8.9,3.72,93.7,0.111,0.38,-10.7,17.5,537.4,16.1,849.2,12.31
stabilized_earth_block,0.85,1800.0,880.0,0.409,0.254,11.75,7.0,2.45,264.3,0.197,0.27,29.4,24.9,752.5,6.3,681.4,17.98
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.463,0.338,6.4,4.82,2.51,29.9,0.029,0.06,43.9,79.4,210.9,23.3,651.5,34.57
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.241,0.366,3.83,6.46,3.16,301.8,0.078,0.22,-23.5,15.9,1059.2,2.8,888.7,-1.66
eps_insulated_concrete,0.038,1250.0,1100.0,0.545,0.283,7.06,4.13,3.03,325.3,0.132,0.27,34.8,19.4,442.8,9.3,1017.9,22.04
timber_frame,0.13,500.0,1600.0,0.373,0.131,9.68,9.49,2.8,10.6,0.005,0.23,-14.3,79.3,214.8,6.2,737.6,5.46
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.142,0.301,4.14,4.92,2.82,33.1,0.142,0.28,7.7,74.7,536.1,23.7,987.4,9.82
burnt_clay_brick,0.77,1900.0,840.0,0.186,0.3,10.99,4.97,3.22,210.1,0.153,0.16,30.6,86.3,587.8,22.2,778.0,23.07
polyurethane_sandwich,0.022,40.0,1400.0,0.236,0.182,3.97,5.68,2.82,127.0,0.18,0.34,6.5,81.2,1058.1,7.1,772.1,12.13
timber_frame,0.13,500.0,1600.0,0.513,0.286,11.69,5.47,2.46,64.8,0.065,0.33,0.0,15.8,757.0,9.9,927.4,23.99
stabilized_earth_block,0.85,1800.0,880.0,0.105,0.3,9.45,4.5,3.59,115.8,0.047,0.07,-5.1,27.0,317.5,14.5,900.8,11.67
polyurethane_sandwich,0.022,40.0,1400.0,0.137,0.366,6.8,8.29,3.07,115.2,0.039,0.33,9.9,89.2,521.2,4.0,671.9,13.37
burnt_clay_brick,0.77,1900.0,840.0,0.396,0.156,3.19,3.12,4.04,207.3,0.001,0.21,-15.8,87.3,137.0,13.8,821.6,-3.45
burnt_clay_brick,0.77,1900.0,840.0,0.422,0.102,3.86,8.62,3.92,98.9,0.151,0.19,14.0,35.1,712.3,10.4,892.5,17.24
